timestamp,hour,day,month,year,day_of_week,is_rush_hour,is_weekend
2025-12-19 16:00:00,16,19,12,2025,Friday,False,False
2025-12-19 17:00:00,17,19,12,2025,Friday,True,False
2025-12-19 18:00:00,18,19,12,2025,Friday,True,False
2025-12-19 19:00:00,19,19,12,2025,Friday,True,False
2025-12-19 20:00:00,20,19,12,2025,Friday,False,False
2025-12-19 21:00:00,21,19,12,2025,Friday,False,False
2025-12-19 22:00:00,22,19,12,2025,Friday,False,False
2025-12-19 23:00:00,23,19,12,2025,Friday,False,False
2025-12-20 00:00:00,0,20,12,2025,Saturday,False,True
2025-12-20 01:00:00,1,20,12,2025,Saturday,False,True
2025-12-20 02:00:00,2,20,12,2025,Saturday,False,True
2025-12-20 03:00:00,3,20,12,2025,Saturday,False,True
2025-12-20 04:00:00,4,20,12,2025,Saturday,False,True
2025-12-20 05:00:00,5,20,12,2025,Saturday,False,True
2025-12-20 06:00:00,6,20,12,2025,Saturday,False,True
2025-12-20 07:00:00,7,20,12,2025,Saturday,True,True
2025-12-20 08:00:00,8,20,12,2025,Saturday,True,True
2025-12-20 09:00:00,9,20,12,2025,Saturday,True,True
2025-12-20 10:00:00,10,20,12,2025,Saturday,False,True
2025-12-20 11:00:00,11,20,12,2025,Saturday,False,True
2025-12-20 12:00:00,12,20,12,2025,Saturday,False,True
2025-12-20 13:00:00,13,20,12,2025,Saturday,False,True
2025-12-20 14:00:00,14,20,12,2025,Saturday,False,True
2025-12-20 15:00:00,15,20,12,2025,Saturday,False,True
2025-12-20 16:00:00,16,20,12,2025,Saturday,False,True
2025-12-20 17:00:00,17,20,12,2025,Saturday,True,True
2025-12-20 18:00:00,18,20,12,2025,Saturday,True,True
2025-12-20 19:00:00,19,20,12,2025,Saturday,True,True
2025-12-20 20:00:00,20,20,12,2025,Saturday,False,True
2025-12-20 21:00:00,21,20,12,2025,Saturday,False,True
2025-12-20 22:00:00,22,20,12,2025,Saturday,False,True
2025-12-20 23:00:00,23,20,12,2025,Saturday,False,True
2025-12-21 00:00:00,0,21,12,2025,Sunday,False,True
2025-12-21 01:00:00,1,21,12,2025,Sunday,False,True
2025-12-21 02:00:00,2,21,12,2025,Sunday,False,True
2025-12-21 03:00:00,3,21,12,2025,Sunday,False,True
2025-12-21 04:00:00,4,21,12,2025,Sunday,False,True
2025-12-21 05:00:00,5,21,12,2025,Sunday,False,True
2025-12-21 06:00:00,6,21,12,2025,Sunday,False,True
2025-12-21 07:00:00,7,21,12,2025,Sunday,True,True
2025-12-21 08:00:00,8,21,12,2025,Sunday,True,True
2025-12-21 09:00:00,9,21,12,2025,Sunday,True,True
2025-12-21 10:00:00,10,21,12,2025,Sunday,False,True
2025-12-21 11:00:00,11,21,12,2025,Sunday,False,True
2025-12-21 12:00:00,12,21,12,2025,Sunday,False,True
2025-12-21 13:00:00,13,21,12,2025,Sunday,False,True
2025-12-21 14:00:00,14,21,12,2025,Sunday,False,True
2025-12-21 15:00:00,15,21,12,2025,Sunday,False,True
2025-12-21 16:00:00,16,21,12,2025,Sunday,False,True
2025-12-21 17:00:00,17,21,12,2025,Sunday,True,True
2025-12-21 18:00:00,18,21,12,2025,Sunday,True,True
2025-12-21 19:00:00,19,21,12,2025,Sunday,True,True
2025-12-21 20:00:00,20,21,12,2025,Sunday,False,True
2025-12-21 21:00:00,21,21,12,2025,Sunday,False,True
2025-12-21 22:00:00,22,21,12,2025,Sunday,False,True
2025-12-21 23:00:00,23,21,12,2025,Sunday,False,True
2025-12-22 00:00:00,0,22,12,2025,Monday,False,False
2025-12-22 01:00:00,1,22,12,2025,Monday,False,False
2025-12-22 02:00:00,2,22,12,2025,Monday,False,False
2025-12-22 03:00:00,3,22,12,2025,Monday,False,False
2025-12-22 04:00:00,4,22,12,2025,Monday,False,False
2025-12-22 05:00:00,5,22,12,2025,Monday,False,False
2025-12-22 06:00:00,6,22,12,2025,Monday,False,False
2025-12-22 07:00:00,7,22,12,2025,Monday,True,False
2025-12-22 08:00:00,8,22,12,2025,Monday,True,False
2025-12-22 09:00:00,9,22,12,2025,Monday,True,False
2025-12-22 10:00:00,10,22,12,2025,Monday,False,False
2025-12-22 11:00:00,11,22,12,2025,Monday,False,False
2025-12-22 12:00:00,12,22,12,2025,Monday,False,False
2025-12-22 13:00:00,13,22,12,2025,Monday,False,False
2025-12-22 14:00:00,14,22,12,2025,Monday,False,False
2025-12-22 15:00:00,15,22,12,2025,Monday,False,False
2025-12-22 16:00:00,16,22,12,2025,Monday,False,False
2025-12-22 17:00:00,17,22,12,2025,Monday,True,False
2025-12-22 18:00:00,18,22,12,2025,Monday,True,False
2025-12-22 19:00:00,19,22,12,2025,Monday,True,False
2025-12-22 20:00:00,20,22,12,2025,Monday,False,False
2025-12-22 21:00:00,21,22,12,2025,Monday,False,False
2025-12-22 22:00:00,22,22,12,2025,Monday,False,False
2025-12-22 23:00:00,23,22,12,2025,Monday,False,False
2025-12-23 00:00:00,0,23,12,2025,Tuesday,False,False
2025-12-23 01:00:00,1,23,12,2025,Tuesday,False,False
2025-12-23 02:00:00,2,23,12,2025,Tuesday,False,False
2025-12-23 03:00:00,3,23,12,2025,Tuesday,False,False
2025-12-23 04:00:00,4,23,12,2025,Tuesday,False,False
2025-12-23 05:00:00,5,23,12,2025,Tuesday,False,False
2025-12-23 06:00:00,6,23,12,2025,Tuesday,False,False
2025-12-23 07:00:00,7,23,12,2025,Tuesday,True,False
2025-12-23 08:00:00,8,23,12,2025,Tuesday,True,False
2025-12-23 09:00:00,9,23,12,2025,Tuesday,True,False
2025-12-23 10:00:00,10,23,12,2025,Tuesday,False,False
2025-12-23 11:00:00,11,23,12,2025,Tuesday,False,False
2025-12-23 12:00:00,12,23,12,2025,Tuesday,False,False
2025-12-23 13:00:00,13,23,12,2025,Tuesday,False,False
2025-12-23 14:00:00,14,23,12,2025,Tuesday,False,False
2025-12-23 15:00:00,15,23,12,2025,Tuesday,False,False
2025-12-23 16:00:00,16,23,12,2025,Tuesday,False,False
2025-12-23 17:00:00,17,23,12,2025,Tuesday,True,False
2025-12-23 18:00:00,18,23,12,2025,Tuesday,True,False
2025-12-23 19:00:00,19,23,12,2025,Tuesday,True,False
2025-12-23 20:00:00,20,23,12,2025,Tuesday,False,False
2025-12-23 21:00:00,21,23,12,2025,Tuesday,False,False
2025-12-23 22:00:00,22,23,12,2025,Tuesday,False,False
2025-12-23 23:00:00,23,23,12,2025,Tuesday,False,False
2025-12-24 00:00:00,0,24,12,2025,Wednesday,False,False
2025-12-24 01:00:00,1,24,12,2025,Wednesday,False,False
2025-12-24 02:00:00,2,24,12,2025,Wednesday,False,False
2025-12-24 03:00:00,3,24,12,2025,Wednesday,False,False
2025-12-24 04:00:00,4,24,12,2025,Wednesday,False,False
2025-12-24 05:00:00,5,24,12,2025,Wednesday,False,False
2025-12-24 06:00:00,6,24,12,2025,Wednesday,False,False
2025-12-24 07:00:00,7,24,12,2025,Wednesday,True,False
2025-12-24 08:00:00,8,24,12,2025,Wednesday,True,False
2025-12-24 09:00:00,9,24,12,2025,Wednesday,True,False
2025-12-24 10:00:00,10,24,12,2025,Wednesday,False,False
2025-12-24 11:00:00,11,24,12,2025,Wednesday,False,False
2025-12-24 12:00:00,12,24,12,2025,Wednesday,False,False
2025-12-24 13:00:00,13,24,12,2025,Wednesday,False,False
2025-12-24 14:00:00,14,24,12,2025,Wednesday,False,False
2025-12-24 15:00:00,15,24,12,2025,Wednesday,False,False
2025-12-24 16:00:00,16,24,12,2025,Wednesday,False,False
2025-12-24 17:00:00,17,24,12,2025,Wednesday,True,False
2025-12-24 18:00:00,18,24,12,2025,Wednesday,True,False
2025-12-24 19:00:00,19,24,12,2025,Wednesday,True,False
2025-12-24 20:00:00,20,24,12,2025,Wednesday,False,False
2025-12-24 21:00:00,21,24,12,2025,Wednesday,False,False
2025-12-24 22:00:00,22,24,12,2025,Wednesday,False,False
2025-12-24 23:00:00,23,24,12,2025,Wednesday,False,False
2025-12-25 00:00:00,0,25,12,2025,Thursday,False,False
2025-12-25 01:00:00,1,25,12,2025,Thursday,False,False
2025-12-25 02:00:00,2,25,12,2025,Thursday,False,False
2025-12-25 03:00:00,3,25,12,2025,Thursday,False,False
2025-12-25 04:00:00,4,25,12,2025,Thursday,False,False
2025-12-25 05:00:00,5,25,12,2025,Thursday,False,False
2025-12-25 06:00:00,6,25,12,2025,Thursday,False,False
2025-12-25 07:00:00,7,25,12,2025,Thursday,True,False
2025-12-25 08:00:00,8,25,12,2025,Thursday,True,False
2025-12-25 09:00:00,9,25,12,2025,Thursday,True,False
2025-12-25 10:00:00,10,25,12,2025,Thursday,False,False
2025-12-25 11:00:00,11,25,12,2025,Thursday,False,False
2025-12-25 12:00:00,12,25,12,2025,Thursday,False,False
2025-12-25 13:00:00,13,25,12,2025,Thursday,False,False
2025-12-25 14:00:00,14,25,12,2025,Thursday,False,False
2025-12-25 15:00:00,15,25,12,2025,Thursday,False,False
2025-12-25 16:00:00,16,25,12,2025,Thursday,False,False
2025-12-25 17:00:00,17,25,12,2025,Thursday,True,False
2025-12-25 18:00:00,18,25,12,2025,Thursday,True,False
2025-12-25 19:00:00,19,25,12,2025,Thursday,True,False
2025-12-25 20:00:00,20,25,12,2025,Thursday,False,False
2025-12-25 21:00:00,21,25,12,2025,Thursday,False,False
2025-12-25 22:00:00,22,25,12,2025,Thursday,False,False
2025-12-25 23:00:00,23,25,12,2025,Thursday,False,False
2025-12-26 00:00:00,0,26,12,2025,Friday,False,False
2025-12-26 01:00:00,1,26,12,2025,Friday,False,False
2025-12-26 02:00:00,2,26,12,2025,Friday,False,False
2025-12-26 03:00:00,3,26,12,2025,Friday,False,False
2025-12-26 04:00:00,4,26,12,2025,Friday,False,False
2025-12-26 05:00:00,5,26,12,2025,Friday,False,False
2025-12-26 06:00:00,6,26,12,2025,Friday,False,False
2025-12-26 07:00:00,7,26,12,2025,Friday,True,False
2025-12-26 08:00:00,8,26,12,2025,Friday,True,False
2025-12-26 09:00:00,9,26,12,2025,Friday,True,False
2025-12-26 10:00:00,10,26,12,2025,Friday,False,False
2025-12-26 11:00:00,11,26,12,2025,Friday,False,False
2025-12-26 12:00:00,12,26,12,2025,Friday,False,False
2025-12-26 13:00:00,13,26,12,2025,Friday,False,False
2025-12-26 14:00:00,14,26,12,2025,Friday,False,False
2025-12-26 15:00:00,15,26,12,2025,Friday,False,False
2025-12-26 16:00:00,16,26,12,2025,Friday,False,False
2025-12-26 17:00:00,17,26,12,2025,Friday,True,False
2025-12-26 18:00:00,18,26,12,2025,Friday,True,False
2025-12-26 19:00:00,19,26,12,2025,Friday,True,False
2025-12-26 20:00:00,20,26,12,2025,Friday,False,False
2025-12-26 21:00:00,21,26,12,2025,Friday,False,False
2025-12-26 22:00:00,22,26,12,2025,Friday,False,False
2025-12-26 23:00:00,23,26,12,2025,Friday,False,False
2025-12-27 00:00:00,0,27,12,2025,Saturday,False,True
2025-12-27 01:00:00,1,27,12,2025,Saturday,False,True
2025-12-27 02:00:00,2,27,12,2025,Saturday,False,True
2025-12-27 03:00:00,3,27,12,2025,Saturday,False,True
2025-12-27 04:00:00,4,27,12,2025,Saturday,False,True
2025-12-27 05:00:00,5,27,12,2025,Saturday,False,True
2025-12-27 06:00:00,6,27,12,2025,Saturday,False,True
2025-12-27 07:00:00,7,27,12,2025,Saturday,True,True
2025-12-27 08:00:00,8,27,12,2025,Saturday,True,True
2025-12-27 09:00:00,9,27,12,2025,Saturday,True,True
2025-12-27 10:00:00,10,27,12,2025,Saturday,False,True
2025-12-27 11:00:00,11,27,12,2025,Saturday,False,True
2025-12-27 12:00:00,12,27,12,2025,Saturday,False,True
2025-12-27 13:00:00,13,27,12,2025,Saturday,False,True
2025-12-27 14:00:00,14,27,12,2025,Saturday,False,True
2025-12-27 15:00:00,15,27,12,2025,Saturday,False,True
2025-12-27 16:00:00,16,27,12,2025,Saturday,False,True
2025-12-27 17:00:00,17,27,12,2025,Saturday,True,True
2025-12-27 18:00:00,18,27,12,2025,Saturday,True,True
2025-12-27 19:00:00,19,27,12,2025,Saturday,True,True
2025-12-27 20:00:00,20,27,12,2025,Saturday,False,True
2025-12-27 21:00:00,21,27,12,2025,Saturday,False,True
2025-12-27 22:00:00,22,27,12,2025,Saturday,False,True
2025-12-27 23:00:00,23,27,12,2025,Saturday,False,True
2025-12-28 00:00:00,0,28,12,2025,Sunday,False,True
2025-12-28 01:00:00,1,28,12,2025,Sunday,False,True
2025-12-28 02:00:00,2,28,12,2025,Sunday,False,True
2025-12-28 03:00:00,3,28,12,2025,Sunday,False,True
2025-12-28 04:00:00,4,28,12,2025,Sunday,False,True
2025-12-28 05:00:00,5,28,12,2025,Sunday,False,True
2025-12-28 06:00:00,6,28,12,2025,Sunday,False,True
2025-12-28 07:00:00,7,28,12,2025,Sunday,True,True
2025-12-28 08:00:00,8,28,12,2025,Sunday,True,True
2025-12-28 09:00:00,9,28,12,2025,Sunday,True,True
2025-12-28 10:00:00,10,28,12,2025,Sunday,False,True
2025-12-28 11:00:00,11,28,12,2025,Sunday,False,True
